,Key,Aries_RAISA_ID,Aries_RSV_CAT,Aries_WELL_ID,Aries_OUTDATE,Aries_Gross Oil,Aries_Gross Gas,Aries_Gross NGL,Aries_Net Oil,Aries_Net Gas,Aries_Net NGL,Aries_Oil Price ($/Bbl),Aries_Gas Price ($/Mcf),Aries_NGL Price ($/Bbl),Aries_Net Revenue,Aries_OPEX,Aries_Ad Valorem,Net Oil Revenue $,Gross Oil Revenue $,Net Gas Revenue $,Gross Gas Revenue $,Net Ngl Revenue $,Gross Ngl Revenue $,Net Oil Production Bbl,Gross Oil Production Bbl
15,W0053443677,W00534,1PDP,,31-Jul-19,2943.790283,1197.732666,99.4118042,2.932015181,0.954353452,0.099014156,46,2.336249828,20,139.0825958,9.960000038,0,0,0,0,0,0,0,0,0
16,W0053443677,W00534,1PDP,,31-Jul-19,2943.790283,1197.732666,99.4118042,2.932015181,0.954353452,0.099014156,46,2.336249828,20,139.0825958,9.960000038,0,0,0,0,0,0,0,0,0
17,W0053443677,W00534,1PDP,,31-Jul-19,2943.790283,1197.732666,99.4118042,2.932015181,0.954353452,0.099014156,46,2.336249828,20,139.0825958,9.960000038,0,0,0,0,0,0,0,0,0
18,W0059243677,W00592,1PDP,,31-Jul-19,1065.112915,45942.65625,3813.240234,8.068230629,278.4125061,28.88529587,48.18000031,0.587474942,23.03215027,1217.578125,167.619873,0,327.35,87219.96,274.7,72757.39,190.58,50843.99,5.83,1554.14
19,W0059243677,W00592,1PDP,,31-Jul-19,1065.112915,45942.65625,3813.240234,8.068230629,278.4125061,28.88529587,48.18000031,0.587474942,23.03215027,1217.578125,167.619873,0,0,87219.96,274.7,72757.39,190.58,50843.99,0,1554.14
20,W0059243677,W00592,1PDP,,31-Jul-19,1065.112915,45942.65625,3813.240234,8.068230629,278.4125061,28.88529587,48.18000031,0.587474942,23.03215027,1217.578125,167.619873,0,327.35,87219.96,274.7,72757.39,190.58,50843.99,5.83,1554.14
21,W0059243677,W00592,1PDP,,31-Jul-19,1065.112915,45942.65625,3813.240234,8.068230629,278.4125061,28.88529587,48.18000031,0.587474942,23.03215027,1217.578125,167.619873,0,327.35,87219.96,0,72757.39,0,50843.99,5.83,1554.14
22,W0059843677,W00598,1PDP,,31-Jul-19,3302.044189,23735.76758,1970.068604,222.8582764,1281.560669,132.9618988,48.18000031,0.587474942,23.03215027,14552.59473,1774.107056,0,13182.94,191111.23,2277.14,33011.41,2234.91,32399.26,234.9,3405.34
23,W0059843677,W00598,1PDP,,31-Jul-19,3302.044189,23735.76758,1970.068604,222.8582764,1281.560669,132.9618988,48.18000031,0.587474942,23.03215027,14552.59473,1774.107056,0,13182.94,191111.23,2277.14,33011.41,2234.91,32399.26,234.9,3405.34
24,W0059843677,W00598,1PDP,,31-Jul-19,3302.044189,23735.76758,1970.068604,222.8582764,1281.560669,132.9618988,48.18000031,0.587474942,23.03215027,14552.59473,1774.107056,0,13182.94,191111.23,0,33011.41,0,32399.26,234.9,3405.34
25,W0059843677,W00598,1PDP,,31-Jul-19,3302.044189,23735.76758,1970.068604,222.8582764,1281.560669,132.9618988,48.18000031,0.587474942,23.03215027,14552.59473,1774.107056,0,0,191111.23,2277.14,33011.41,2234.91,32399.26,0,3405.34
26,W0061043677,W00610,1PDP,,31-Jul-19,5882.891602,38036.71875,0.038036712,64.51767731,417.1487122,0.000417149,48.36000061,2.848124981,50,4308.1875,142.1303711,0,3669.64,334598.15,1520.36,138626.41,0,0,65.78,5998.21
27,W0061043677,W00610,1PDP,,31-Jul-19,5882.891602,38036.71875,0.038036712,64.51767731,417.1487122,0.000417149,48.36000061,2.848124981,50,4308.1875,142.1303711,0,0,334598.15,1520.36,138626.41,0,0,0,5998.21
28,W0061043677,W00610,1PDP,,31-Jul-19,5882.891602,38036.71875,0.038036712,64.51767731,417.1487122,0.000417149,48.36000061,2.848124981,50,4308.1875,142.1303711,0,3669.64,334598.15,1520.36,138626.41,0,0,65.78,5998.21
29,W0061043677,W00610,1PDP,,31-Jul-19,5882.891602,38036.71875,0.038036712,64.51767731,417.1487122,0.000417149,48.36000061,2.848124981,50,4308.1875,142.1303711,0,3669.64,334598.15,0,138626.41,0,0,65.78,5998.21
30,W0062843677,W00628,1PDP,,31-Jul-19,8381.954102,37057.05469,0.037057046,159.34935,704.4917603,0.000704492,48.36000061,2.848124981,50,9712.650391,281.4586182,0,0,504931.54,2527.36,132941.59,0,0,0,9051.71
31,W0062843677,W00628,1PDP,,31-Jul-19,8381.954102,37057.05469,0.037057046,159.34935,704.4917603,0.000704492,48.36000061,2.848124981,50,9712.650391,281.4586182,0,9599.29,504931.54,2527.36,132941.59,0,0,172.08,9051.71
32,W0062843677,W00628,1PDP,,31-Jul-19,8381.954102,37057.05469,0.037057046,159.34935,704.4917603,0.000704492,48.36000061,2.848124981,50,9712.650391,281.4586182,0,9599.29,504931.54,0,132941.59,0,0,172.08,9051.71
33,W0062843677,W00628,1PDP,,31-Jul-19,8381.954102,37057.05469,0.037057046,159.34935,704.4917603,0.000704492,48.36000061,2.848124981,50,9712.650391,281.4586182,0,9599.29,504931.54,2527.36,132941.59,0,0,172.08,9051.71
34,W0069543677,W00695,1PDP,,31-Jul-19,4815.625488,1831.462646,152.0113983,10.0405798,3.054879904,0.316943765,46,2.336249828,20,475.3424988,19.54500008,0,0,0,0,0,0,0,0,0
35,W0069543677,W00695,1PDP,,31-Jul-19,4815.625488,1831.462646,152.0113983,10.0405798,3.054879904,0.316943765,46,2.336249828,20,475.3424988,19.54500008,0,0,0,0,0,0,0,0,0
36,W0069543677,W00695,1PDP,,31-Jul-19,4815.625488,1831.462646,152.0113983,10.0405798,3.054879904,0.316943765,46,2.336249828,20,475.3424988,19.54500008,0,0,0,0,0,0,0,0,0
37,W0073443677,W00734,1PDP,,31-Jul-19,1634.184814,40199.98828,0.04019998,3.0379498,74.73178864,7.47E-05,48.36000061,2.848124981,50,359.7644653,19.7836895,0,227.3,112849.32,237.7,127846.06,0,0,4.13,2048.61
38,W0073443677,W00734,1PDP,,31-Jul-19,1634.184814,40199.98828,0.04019998,3.0379498,74.73178864,7.47E-05,48.36000061,2.848124981,50,359.7644653,19.7836895,0,0,112849.32,237.7,127846.06,0,0,0,2048.61
39,W0073443677,W00734,1PDP,,31-Jul-19,1634.184814,40199.98828,0.04019998,3.0379498,74.73178864,7.47E-05,48.36000061,2.848124981,50,359.7644653,19.7836895,0,227.3,112849.32,237.7,127846.06,0,0,4.13,2048.61
40,W0073443677,W00734,1PDP,,31-Jul-19,1634.184814,40199.98828,0.04019998,3.0379498,74.73178864,7.47E-05,48.36000061,2.848124981,50,359.7644653,19.7836895,0,227.3,112849.32,0,127846.06,0,0,4.13,2048.61
41,W0086543677,W00865,1PDP,,31-Jul-19,3076.060791,18819.52734,1562.020752,207.6064301,1016.119019,105.422348,48.18000031,0.587474942,23.03215027,13027.52539,1743.967407,0,12761.1,189002.2,2214.03,32870.62,2225.81,32966.27,227.39,3367.76
42,W0086543677,W00865,1PDP,,31-Jul-19,3076.060791,18819.52734,1562.020752,207.6064301,1016.119019,105.422348,48.18000031,0.587474942,23.03215027,13027.52539,1743.967407,0,0,189002.2,2214.03,32870.62,2225.81,32966.27,0,3367.76
43,W0086543677,W00865,1PDP,,31-Jul-19,3076.060791,18819.52734,1562.020752,207.6064301,1016.119019,105.422348,48.18000031,0.587474942,23.03215027,13027.52539,1743.967407,0,12761.1,189002.2,0,32870.62,0,32966.27,227.39,3367.76
44,W0086543677,W00865,1PDP,,31-Jul-19,3076.060791,18819.52734,1562.020752,207.6064301,1016.119019,105.422348,48.18000031,0.587474942,23.03215027,13027.52539,1743.967407,0,12761.1,189002.2,2214.03,32870.62,2225.81,32966.27,227.39,3367.76
45,W0112143677,W01121,1PDP,,31-Jul-19,2302.406494,14349.14941,1190.97937,155.3917236,774.7507935,80.38039398,48.18000031,0.587474942,23.03215027,9793.25293,1640.784424,0,8574.59,120418.36,1339.66,18858.9,1346.77,18913.78,152.79,2145.69
46,W0112143677,W01121,1PDP,,31-Jul-19,2302.406494,14349.14941,1190.97937,155.3917236,774.7507935,80.38039398,48.18000031,0.587474942,23.03215027,9793.25293,1640.784424,0,0,120418.36,1339.66,18858.9,1346.77,18913.78,0,2145.69
47,W0112143677,W01121,1PDP,,31-Jul-19,2302.406494,14349.14941,1190.97937,155.3917236,774.7507935,80.38039398,48.18000031,0.587474942,23.03215027,9793.25293,1640.784424,0,8574.59,120418.36,1339.66,18858.9,1346.77,18913.78,152.79,2145.69
48,W0112143677,W01121,1PDP,,31-Jul-19,2302.406494,14349.14941,1190.97937,155.3917236,774.7507935,80.38039398,48.18000031,0.587474942,23.03215027,9793.25293,1640.784424,0,8574.59,120418.36,0,18858.9,0,18913.78,152.79,2145.69
49,W0182343677,W01823,1PDP,,31-Jul-19,815.1256714,73475.10156,0.073475085,2.757570028,248.5662689,0.000248566,48.36000061,2.848124981,50,841.3163452,31.6713028,0,107.51,31663.65,651.51,195289.04,0,0,1.92,564.8
50,W0182343677,W01823,1PDP,,31-Jul-19,815.1256714,73475.10156,0.073475085,2.757570028,248.5662689,0.000248566,48.36000061,2.848124981,50,841.3163452,31.6713028,0,0,31663.65,649.16,195289.04,0,0,0,564.8
51,W0182343677,W01823,1PDP,,31-Jul-19,815.1256714,73475.10156,0.073475085,2.757570028,248.5662689,0.000248566,48.36000061,2.848124981,50,841.3163452,31.6713028,0,107.51,31663.65,651.51,195289.04,0,0,1.92,564.8
52,W0182343677,W01823,1PDP,,31-Jul-19,815.1256714,73475.10156,0.073475085,2.757570028,248.5662689,0.000248566,48.36000061,2.848124981,50,841.3163452,31.6713028,0,107.51,31663.65,2.35,195289.04,0,0,1.92,564.8
53,W0192043677,W01920,1PDP,,31-Jul-19,482.3661499,17852.0918,1088.977539,0.010129689,0.299915135,0.022868529,48.56999969,1.742999911,11.98165035,1.288753748,0.210314348,0,0,0,0,0,0,0,0,0
54,W0192043677,W01920,1PDP,,31-Jul-19,482.3661499,17852.0918,1088.977539,0.010129689,0.299915135,0.022868529,48.56999969,1.742999911,11.98165035,1.288753748,0.210314348,0,0,0,0,0,0,0,0,0
55,W0192043677,W01920,1PDP,,31-Jul-19,482.3661499,17852.0918,1088.977539,0.010129689,0.299915135,0.022868529,48.56999969,1.742999911,11.98165035,1.288753748,0.210314348,0,0,0,0,0,0,0,0,0
56,W0192243677,W01922,1PDP,,31-Jul-19,2103.260498,15484.50391,1285.213745,30.08083344,177.167511,18.38112831,46,2.336249828,20,2165.248535,143.0175018,0,1881.74,526164.41,427.67,29903.79,358.21,25046.93,32.35,6784.48
57,W0192243677,W01922,1PDP,,31-Jul-19,2103.260498,15484.50391,1285.213745,30.08083344,177.167511,18.38112831,46,2.336249828,20,2165.248535,143.0175018,0,1881.74,526164.41,427.67,29903.79,358.21,25046.93,32.35,6784.48
58,W0192243677,W01922,1PDP,,31-Jul-19,2103.260498,15484.50391,1285.213745,30.08083344,177.167511,18.38112831,46,2.336249828,20,2165.248535,143.0175018,0,1881.74,526164.41,427.67,29903.79,358.21,25046.93,32.35,6784.48
59,W0192243677,W01922,1PDP,,31-Jul-19,2103.260498,15484.50391,1285.213745,30.08083344,177.167511,18.38112831,46,2.336249828,20,2165.248535,143.0175018,0,0,526164.41,0,29903.79,0,25046.93,0,6784.48
60,W0194143677,W01941,1PDP,,31-Jul-19,1415.222412,122792.5625,0.122792535,12.18365097,1057.121216,0.001057121,48.36000061,2.848124981,50,3600.067383,84.46453094,0,532.1,61809.52,2878.8,341715.77,0,0,9.66,1123.16
61,W0194143677,W01941,1PDP,,31-Jul-19,1415.222412,122792.5625,0.122792535,12.18365097,1057.121216,0.001057121,48.36000061,2.848124981,50,3600.067383,84.46453094,0,0,61809.52,2878.8,341715.77,0,0,0,1123.16
62,W0194143677,W01941,1PDP,,31-Jul-19,1415.222412,122792.5625,0.122792535,12.18365097,1057.121216,0.001057121,48.36000061,2.848124981,50,3600.067383,84.46453094,0,532.1,61809.52,2878.8,341715.77,0,0,9.66,1123.16
63,W0194143677,W01941,1PDP,,31-Jul-19,1415.222412,122792.5625,0.122792535,12.18365097,1057.121216,0.001057121,48.36000061,2.848124981,50,3600.067383,84.46453094,0,532.1,61809.52,0,341715.77,0,0,9.66,1123.16
64,W0200743677,W02007,1PDP,,31-Jul-19,1210.949585,122951.6797,0.122951649,0.942118824,95.65641022,9.57E-05,48.36000061,2.848124981,50,318.0070496,6.868921757,0,42.23,54260.17,237.01,353773.14,0,0,0.77,990.99
65,W0200743677,W02007,1PDP,,31-Jul-19,1210.949585,122951.6797,0.122951649,0.942118824,95.65641022,9.57E-05,48.36000061,2.848124981,50,318.0070496,6.868921757,0,42.23,54260.17,237.01,353773.14,0,0,0.77,990.99
66,W0200743677,W02007,1PDP,,31-Jul-19,1210.949585,122951.6797,0.122951649,0.942118824,95.65641022,9.57E-05,48.36000061,2.848124981,50,318.0070496,6.868921757,0,42.23,54260.17,237.01,353773.14,0,0,0.77,990.99
67,W0200843677,W02008,1PDP,,31-Jul-19,94.19155884,7848.121582,0.007848119,0.073281035,6.105838776,6.11E-06,48.36000061,2.848124981,50,20.93436813,6.28029871,0,0,0,13.87,24848.14,0,0,0,0
68,W0200843677,W02008,1PDP,,31-Jul-19,94.19155884,7848.121582,0.007848119,0.073281035,6.105838776,6.11E-06,48.36000061,2.848124981,50,20.93436813,6.28029871,0,0,0,13.87,24848.14,0,0,0,0
69,W0200843677,W02008,1PDP,,31-Jul-19,94.19155884,7848.121582,0.007848119,0.073281035,6.105838776,6.11E-06,48.36000061,2.848124981,50,20.93436813,6.28029871,0,0,0,13.87,24848.14,0,0,0,0
70,W0200943677,W02009,1PDP,,31-Jul-19,231.8117981,106325.6875,0.106325664,0.043580621,19.98923111,2.00E-05,48.36000061,2.848124981,50,59.0403862,1.534904003,0,1.8,9579.12,43.85,268853.93,0,0,0.03,174.95
71,W0200943677,W02009,1PDP,,31-Jul-19,231.8117981,106325.6875,0.106325664,0.043580621,19.98923111,2.00E-05,48.36000061,2.848124981,50,59.0403862,1.534904003,0,1.8,9579.12,43.85,268853.93,0,0,0.03,174.95
72,W0200943677,W02009,1PDP,,31-Jul-19,231.8117981,106325.6875,0.106325664,0.043580621,19.98923111,2.00E-05,48.36000061,2.848124981,50,59.0403862,1.534904003,0,1.8,9579.12,43.85,268853.93,0,0,0.03,174.95
73,W0201143677,W02011,1PDP,,31-Jul-19,344.9598083,66123.64844,0.066123635,0.152472243,29.22665405,2.92E-05,48.36000061,2.848124981,50,90.61618805,0.007206976,0,0,0,0,0,0,0,0,0
74,W0201143677,W02011,1PDP,,31-Jul-19,344.9598083,66123.64844,0.066123635,0.152472243,29.22665405,2.92E-05,48.36000061,2.848124981,50,90.61618805,0.007206976,0,0,0,0,0,0,0,0,0
75,W0201143677,W02011,1PDP,,31-Jul-19,344.9598083,66123.64844,0.066123635,0.152472243,29.22665405,2.92E-05,48.36000061,2.848124981,50,90.61618805,0.007206976,0,0,0,0,0,0,0,0,0
76,W0201243677,W02012,1PDP,,31-Jul-19,305.4120178,141503.5156,0.141503483,0.118499868,54.90336609,5.49E-05,48.36000061,2.848124981,50,162.1050415,3.189362049,0,6.85,20596.08,116.07,346180.92,0,0,0.13,376.16
77,W0201243677,W02012,1PDP,,31-Jul-19,305.4120178,141503.5156,0.141503483,0.118499868,54.90336609,5.49E-05,48.36000061,2.848124981,50,162.1050415,3.189362049,0,6.85,20596.08,116.07,346180.92,0,0,0.13,376.16
78,W0201243677,W02012,1PDP,,31-Jul-19,305.4120178,141503.5156,0.141503483,0.118499868,54.90336609,5.49E-05,48.36000061,2.848124981,50,162.1050415,3.189362049,0,6.85,20596.08,116.07,346180.92,0,0,0.13,376.16
79,W0208043677,W02080,1PDP,,31-Jul-19,849.4273071,21765.69922,1806.552979,1.912910461,39.21308899,4.068357468,46,2.336249828,20,260.9725952,22.54718399,0,66.14,29366.46,57.17,23380.6,68.89,28170.13,1.22,543.55
80,W0208043677,W02080,1PDP,,31-Jul-19,849.4273071,21765.69922,1806.552979,1.912910461,39.21308899,4.068357468,46,2.336249828,20,260.9725952,22.54718399,0,0,29366.46,57.17,23380.6,68.89,28170.13,0,543.55
81,W0208043677,W02080,1PDP,,31-Jul-19,849.4273071,21765.69922,1806.552979,1.912910461,39.21308899,4.068357468,46,2.336249828,20,260.9725952,22.54718399,0,66.14,29366.46,57.17,23380.6,68.89,28170.13,1.22,543.55
82,W0208043677,W02080,1PDP,,31-Jul-19,849.4273071,21765.69922,1806.552979,1.912910461,39.21308899,4.068357468,46,2.336249828,20,260.9725952,22.54718399,0,66.14,29366.46,0,23380.6,0,28170.13,1.22,543.55
83,W0208143677,W02081,1PDP,,31-Jul-19,820.8046265,53043.48438,4402.608887,2.205502272,114.0222855,11.8298111,48.18000031,0.587474942,23.03215027,445.7123108,58.14019012,0,0,53789.77,217.33,84473.74,123.89,46115.9,0,958.46
84,W0208143677,W02081,1PDP,,31-Jul-19,820.8046265,53043.48438,4402.608887,2.205502272,114.0222855,11.8298111,48.18000031,0.587474942,23.03215027,445.7123108,58.14019012,0,144.51,53789.77,217.33,84473.74,123.89,46115.9,2.57,958.46
85,W0208143677,W02081,1PDP,,31-Jul-19,820.8046265,53043.48438,4402.608887,2.205502272,114.0222855,11.8298111,48.18000031,0.587474942,23.03215027,445.7123108,58.14019012,0,144.51,53789.77,217.33,84473.74,123.89,46115.9,2.57,958.46
86,W0208143677,W02081,1PDP,,31-Jul-19,820.8046265,53043.48438,4402.608887,2.205502272,114.0222855,11.8298111,48.18000031,0.587474942,23.03215027,445.7123108,58.14019012,0,144.51,53789.77,0,84473.74,0,46115.9,2.57,958.46
87,W0224243677,W02242,1PDP,,31-Jul-19,1570.781372,10827.38867,898.6732178,11.35360909,62.60829926,6.495610714,46,2.336249828,20,798.4468384,67.75501251,0,1310.95,374305.44,271.62,19397.37,156.58,21663.17,22.54,4826.51
88,W0224243677,W02242,1PDP,,31-Jul-19,1570.781372,10827.38867,898.6732178,11.35360909,62.60829926,6.495610714,46,2.336249828,20,798.4468384,67.75501251,0,634.8,374305.44,131.43,19397.37,146.79,21663.17,10.92,4826.51
89,W0224243677,W02242,1PDP,,31-Jul-19,1570.781372,10827.38867,898.6732178,11.35360909,62.60829926,6.495610714,46,2.336249828,20,798.4468384,67.75501251,0,1310.95,374305.44,271.62,19397.37,156.58,21663.17,22.54,4826.51
90,W0224243677,W02242,1PDP,,31-Jul-19,1570.781372,10827.38867,898.6732178,11.35360909,62.60829926,6.495610714,46,2.336249828,20,798.4468384,67.75501251,0,676.15,374305.44,140.19,19397.37,9.79,21663.17,11.62,4826.51
91,W0224343677,W02243,1PDP,,31-Jul-19,67.53351593,72691.77344,0.072691754,0.142293125,153.1615753,0.000153162,48.36000061,2.848124981,50,443.1122437,19.77682114,0,0,0,96.43,45768.44,0,0,0,0
92,W0224343677,W02243,1PDP,,31-Jul-19,67.53351593,72691.77344,0.072691754,0.142293125,153.1615753,0.000153162,48.36000061,2.848124981,50,443.1122437,19.77682114,0,0,0,96.43,45768.44,0,0,0,0
93,W0224343677,W02243,1PDP,,31-Jul-19,67.53351593,72691.77344,0.072691754,0.142293125,153.1615753,0.000153162,48.36000061,2.848124981,50,443.1122437,19.77682114,0,0,0,96.43,45768.44,0,0,0,0
94,W0224343677,W02243,1PDP,,31-Jul-19,67.53351593,72691.77344,0.072691754,0.142293125,153.1615753,0.000153162,48.36000061,2.848124981,50,443.1122437,19.77682114,0,0,0,0,45768.44,0,0,0,0
95,W0225143677,W02251,1PDP,,31-Jul-19,1456.713745,5193.668457,431.0744629,85.92717743,245.0871735,25.42778969,48.18000031,0.587474942,23.03215027,4869.610352,1330.726074,0,5803.92,196787.39,510.18,10121,472.73,8014.22,103.42,1753.24
96,W0225143677,W02251,1PDP,,31-Jul-19,1456.713745,5193.668457,431.0744629,85.92717743,245.0871735,25.42778969,48.18000031,0.587474942,23.03215027,4869.610352,1330.726074,0,0,196787.39,510.18,10121,472.73,8014.22,0,1753.24
97,W0225143677,W02251,1PDP,,31-Jul-19,1456.713745,5193.668457,431.0744629,85.92717743,245.0871735,25.42778969,48.18000031,0.587474942,23.03215027,4869.610352,1330.726074,0,5803.92,196787.39,510.18,10121,472.73,8014.22,103.42,1753.24
98,W0225143677,W02251,1PDP,,31-Jul-19,1456.713745,5193.668457,431.0744629,85.92717743,245.0871735,25.42778969,48.18000031,0.587474942,23.03215027,4869.610352,1330.726074,0,5803.92,196787.39,0,10121,0,8014.22,103.42,1753.24
99,W0225243677,W02252,1PDP,,31-Jul-19,4065.729492,37298.48828,3095.774414,73.52872467,539.6345825,55.98708344,46,2.336249828,20,5762.78418,180.8474884,0,3995.22,439641.12,3683.6,202387.08,1003.61,55167.59,72.19,7945.3
100,W0225243677,W02252,1PDP,,31-Jul-19,4065.729492,37298.48828,3095.774414,73.52872467,539.6345825,55.98708344,46,2.336249828,20,5762.78418,180.8474884,0,3971.71,439641.12,3660.14,202387.08,997.7,55167.59,71.77,7945.3
101,W0225243677,W02252,1PDP,,31-Jul-19,4065.729492,37298.48828,3095.774414,73.52872467,539.6345825,55.98708344,46,2.336249828,20,5762.78418,180.8474884,0,3995.22,439641.12,3683.6,202387.08,1003.61,55167.59,72.19,7945.3
102,W0225243677,W02252,1PDP,,31-Jul-19,4065.729492,37298.48828,3095.774414,73.52872467,539.6345825,55.98708344,46,2.336249828,20,5762.78418,180.8474884,0,23.51,439641.12,23.46,202387.08,5.91,55167.59,0.42,7945.3
103,W0225343677,W02253,1PDP,,31-Jul-19,4340.747559,56779.53125,4712.700684,66.13128662,692.0288696,71.79798889,46,2.336249828,20,6094.750977,152.3475037,0,4069.5,529040.82,1735.03,112672.56,1309.6,85045.43,73.54,9560.94
104,W0225343677,W02253,1PDP,,31-Jul-19,4340.747559,56779.53125,4712.700684,66.13128662,692.0288696,71.79798889,46,2.336249828,20,6094.750977,152.3475037,0,4026.15,529040.82,1716.55,112672.56,1295.65,85045.43,72.76,9560.94
105,W0225343677,W02253,1PDP,,31-Jul-19,4340.747559,56779.53125,4712.700684,66.13128662,692.0288696,71.79798889,46,2.336249828,20,6094.750977,152.3475037,0,4069.5,529040.82,1735.03,112672.56,1309.6,85045.43,73.54,9560.94
106,W0225343677,W02253,1PDP,,31-Jul-19,4340.747559,56779.53125,4712.700684,66.13128662,692.0288696,71.79798889,46,2.336249828,20,6094.750977,152.3475037,0,43.35,529040.82,18.48,112672.56,13.95,85045.43,0.78,9560.94
107,W0225443677,W02254,1PDP,,31-Jul-19,3558.526855,50591.30859,4199.078613,58.20326614,661.9771729,68.68013,46,2.336249828,20,5597.49707,163.5675201,0,3112.55,377678.2,1491.81,90423.52,1085.98,65824.58,56.25,6825.48
108,W0225443677,W02254,1PDP,,31-Jul-19,3558.526855,50591.30859,4199.078613,58.20326614,661.9771729,68.68013,46,2.336249828,20,5597.49707,163.5675201,0,3085.83,377678.2,1479,90423.52,1076.65,65824.58,55.77,6825.48
109,W0225443677,W02254,1PDP,,31-Jul-19,3558.526855,50591.30859,4199.078613,58.20326614,661.9771729,68.68013,46,2.336249828,20,5597.49707,163.5675201,0,3112.55,377678.2,1491.81,90423.52,1085.98,65824.58,56.25,6825.48
110,W0225443677,W02254,1PDP,,31-Jul-19,3558.526855,50591.30859,4199.078613,58.20326614,661.9771729,68.68013,46,2.336249828,20,5597.49707,163.5675201,0,26.72,377678.2,12.81,90423.52,9.33,65824.58,0.48,6825.48
111,W0225543677,W02255,1PDP,,31-Jul-19,3377.456055,50967.30859,4230.286621,45.94691467,554.687439,57.5488205,46,2.336249828,20,4560.422852,136.0350037,0,2180,320805.22,1325.58,226741.73,964.96,70934.85,39.39,5797.66
